Timestamp,Cameras,Occupancy
2022-05-25 15:49:41,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:49:41,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:42,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:42,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:43,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:43,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:44,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:44,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:45,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:45,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:46,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:46,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:47,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:47,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:48,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:48,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:49,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:49,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:50,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:50,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:51,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:51,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:52,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:52,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:53,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:53,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:54,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",3
2022-05-25 15:49:54,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:55,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:55,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:56,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:56,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:57,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:57,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:58,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:49:58,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:59,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:49:59,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:00,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:00,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:01,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:01,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:02,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:02,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:03,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:03,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:04,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:04,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:05,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:05,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:06,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",3
2022-05-25 15:50:06,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:07,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:07,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:08,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:09,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",2
2022-05-25 15:50:09,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:10,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:10,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:11,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:11,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:12,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:12,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",0
2022-05-25 15:50:13,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:13,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:14,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:14,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:15,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:15,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:16,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:16,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:17,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:17,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
2022-05-25 15:50:18,"[{'camera_id': '0', 'camera_name': 'Garden-Camera'}]",1
