Version,Timestamp,DetectedObjects,ViolatingObjects,EnvironmentScore,Detections,ViolationsIndexes
1.0,2022-06-08 08:47:10,4,0,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [468.60877990722656, 240.36226272583008, 503.15834045410156, 365.7539176940918], 'bbox': [0.7322012, 0.5007547, 0.7861849, 0.7619873], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [378.87306213378906, 102.36692905426025, 394.688720703125, 154.778094291687], 'bbox': [0.59198916, 0.21326444, 0.6167011, 0.32245436], 'tracking_id': 22}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [385.71826934814453, 168.4402084350586, 410.30948638916016, 252.23052978515625], 'bbox': [0.6026848, 0.3509171, 0.6411086, 0.5254803], 'tracking_id': 20}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [220.87472915649414, 111.17713451385498, 237.97513961791992, 154.0545415878296], 'bbox': [0.34511676, 0.23161903, 0.37183616, 0.32094696], 'tracking_id': 15}]",[]
1.0,2022-06-08 08:47:11,4,0,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [466.2540817260742, 246.29874229431152, 504.56470489501953, 370.0778102874756], 'bbox': [0.728522, 0.5131224, 0.78838235, 0.77099544], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [372.74776458740234, 187.5582218170166, 399.31339263916016, 270.08551597595215], 'bbox': [0.5824184, 0.3907463, 0.6239272, 0.56267816], 'tracking_id': 20}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [209.94869232177734, 112.02661514282227, 225.7809829711914, 158.18115234375], 'bbox': [0.32804483, 0.23338878, 0.3527828, 0.32954407], 'tracking_id': 15}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [368.5094451904297, 102.32086658477783, 387.6824951171875, 165.20117282867432], 'bbox': [0.575796, 0.21316847, 0.6057539, 0.3441691], 'tracking_id': 22}]",[]
1.0,2022-06-08 08:47:11,4,0,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [467.9142761230469, 251.41688346862793, 503.88084411621094, 369.6888828277588], 'bbox': [0.73111606, 0.5237852, 0.7873138, 0.7701852], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [356.5627670288086, 101.10257148742676, 378.29898834228516, 166.63507461547852], 'bbox': [0.5571293, 0.21063036, 0.59109217, 0.3471564], 'tracking_id': 22}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [358.3411407470703, 195.56021690368652, 385.0489044189453, 285.67688941955566], 'bbox': [0.55990803, 0.40741712, 0.6016389, 0.5951602], 'tracking_id': 20}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [194.5920181274414, 110.32269716262817, 212.32093811035156, 166.95673942565918], 'bbox': [0.30405003, 0.22983895, 0.33175147, 0.34782654], 'tracking_id': 25}]",[]
1.0,2022-06-08 08:47:12,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [468.07384490966797, 251.61867141723633, 504.77916717529297, 374.33406829833984], 'bbox': [0.7313654, 0.52420557, 0.78871745, 0.77986264], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [339.7000503540039, 205.70088386535645, 368.5152053833008, 301.9467830657959], 'bbox': [0.5307813, 0.4285435, 0.575805, 0.6290558], 'tracking_id': 20}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [343.3932113647461, 115.24982929229736, 362.4745559692383, 174.91219997406006], 'bbox': [0.5365519, 0.24010381, 0.5663665, 0.36440042], 'tracking_id': 27}]",[]
1.0,2022-06-08 08:47:12,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [465.1732635498047, 262.79059410095215, 503.91510009765625, 395.114221572876], 'bbox': [0.7268332, 0.5474804, 0.78736734, 0.8231546], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [319.85103607177734, 227.19218730926514, 355.35396575927734, 332.9421615600586], 'bbox': [0.49976724, 0.47331706, 0.5552406, 0.6936295], 'tracking_id': 20}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [330.3706741333008, 126.36563301086426, 350.88428497314453, 184.79015350341797], 'bbox': [0.5162042, 0.26326174, 0.5482567, 0.3849795], 'tracking_id': 27}]",[]
1.0,2022-06-08 08:47:13,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [319.9882698059082, 130.45210361480713, 339.60498809814453, 196.35905742645264], 'bbox': [0.49998167, 0.27177522, 0.5306328, 0.40908137], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [463.1638717651367, 276.30775451660156, 509.8588180541992, 409.7621154785156], 'bbox': [0.72369355, 0.57564116, 0.7966544, 0.8536711], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [302.7956771850586, 249.27145957946777, 340.61649322509766, 364.64816093444824], 'bbox': [0.47311825, 0.51931554, 0.5322133, 0.75968367], 'tracking_id': 20}]",[]
1.0,2022-06-08 08:47:13,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [455.36964416503906, 293.15417289733887, 505.7085418701172, 437.98876762390137], 'bbox': [0.71151507, 0.61073786, 0.7901696, 0.9124766], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [304.4626808166504, 142.46137619018555, 327.1187210083008, 207.43749618530273], 'bbox': [0.47572294, 0.29679453, 0.511123, 0.43216145], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [191.0114288330078, 93.47438335418701, 207.1798324584961, 157.54004001617432], 'bbox': [0.29845536, 0.1947383, 0.3237185, 0.32820842], 'tracking_id': 30}]",[]
1.0,2022-06-08 08:47:14,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [454.00096893310547, 314.2779064178467, 503.09261322021484, 463.4171962738037], 'bbox': [0.7093765, 0.65474564, 0.7860822, 0.9654525], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [292.46694564819336, 144.71476078033447, 316.98644638061523, 217.93757915496826], 'bbox': [0.4569796, 0.30148908, 0.49529132, 0.45403662], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [190.4877471923828, 91.86189651489258, 208.07682037353516, 158.01506996154785], 'bbox': [0.2976371, 0.19137895, 0.32512003, 0.32919806], 'tracking_id': 30}]",[]
1.0,2022-06-08 08:47:15,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [455.3786849975586, 319.8547554016113, 503.7295150756836, 468.65392684936523], 'bbox': [0.7115292, 0.6663641, 0.78707737, 0.97636235], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [290.46838760375977, 141.2142276763916, 315.4338264465332, 217.52191543579102], 'bbox': [0.45385686, 0.2941963, 0.49286535, 0.45317066], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [189.70464706420898, 91.58970594406128, 207.62868881225586, 158.3485221862793], 'bbox': [0.2964135, 0.19081189, 0.32441983, 0.32989275], 'tracking_id': 30}]",[]
1.0,2022-06-08 08:47:15,2,0,0.98,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [275.6138229370117, 156.8568992614746, 300.8930969238281, 231.46450996398926], 'bbox': [0.4306466, 0.3267852, 0.47014546, 0.48221773], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [442.60658264160156, 336.2058162689209, 506.19293212890625, 477.00345039367676], 'bbox': [0.6915728, 0.7004288, 0.79092646, 0.9937572], 'tracking_id': 0}]",[]
1.0,2022-06-08 08:47:16,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [439.7774124145508, 366.56267166137695, 496.1318588256836, 479.52919006347656], 'bbox': [0.6871522, 0.76367223, 0.775206, 0.99901915], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [247.53541946411133, 166.46508693695068, 274.5591163635254, 251.51996612548828], 'bbox': [0.3867741, 0.34680226, 0.42899862, 0.5239999], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [191.41778945922852, 91.10382556915283, 208.83886337280273, 157.61657238006592], 'bbox': [0.2990903, 0.18979964, 0.32631072, 0.32836786], 'tracking_id': 33}]",[]
1.0,2022-06-08 08:47:16,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [437.13924407958984, 399.1724681854248, 493.5397720336914, 477.9557132720947], 'bbox': [0.68303007, 0.8316093, 0.7711559, 0.99574107], 'tracking_id': 0}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [228.44797134399414, 179.68769073486328, 255.7309913635254, 271.4226722717285], 'bbox': [0.35694996, 0.37434936, 0.39957967, 0.5654639], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [190.96582412719727, 90.73165655136108, 208.45037460327148, 157.80778884887695], 'bbox': [0.2983841, 0.18902428, 0.3257037, 0.32876623], 'tracking_id': 33}]",[]
1.0,2022-06-08 08:47:17,4,0,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [203.80382537841797, 193.0286979675293, 231.44821166992188, 287.79224395751953], 'bbox': [0.31844348, 0.40214312, 0.36163783, 0.5995672], 'tracking_id': 27}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [478.19374084472656, 45.653947591781616, 490.1118469238281, 84.22166347503662], 'bbox': [0.7471777, 0.09511239, 0.76579976, 0.1754618], 'tracking_id': 34}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [191.55447006225586, 90.37623167037964, 209.23723220825195, 158.18195343017578], 'bbox': [0.29930386, 0.18828382, 0.32693318, 0.32954574], 'tracking_id': 33}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [431.32240295410156, 430.896520614624, 491.490478515625, 479.2943859100342], 'bbox': [0.67394125, 0.8977011, 0.7679539, 0.99853], 'tracking_id': 0}]",[]
1.0,2022-06-08 08:47:17,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [175.87671279907227, 207.2379970550537, 208.72320175170898, 315.0534152984619], 'bbox': [0.27480736, 0.43174583, 0.32613, 0.6563613], 'tracking_id': 37}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [189.8558807373047, 93.51589679718018, 207.15106964111328, 158.32407474517822], 'bbox': [0.2966498, 0.19482478, 0.32367355, 0.32984182], 'tracking_id': 33}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [480.5289077758789, 42.7282190322876, 492.9299545288086, 89.8011589050293], 'bbox': [0.7508264, 0.08901712, 0.77020305, 0.18708575], 'tracking_id': 34}]",[]
1.0,2022-06-08 08:47:18,2,0,0.98,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [139.08004760742188, 231.9739007949829, 173.58348846435547, 337.7438735961914], 'bbox': [0.21731257, 0.48327896, 0.2712242, 0.70363307], 'tracking_id': 39}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [189.93328094482422, 94.97732162475586, 207.02049255371094, 156.81575775146484], 'bbox': [0.29677075, 0.19786942, 0.32346952, 0.3266995], 'tracking_id': 33}]",[]
1.0,2022-06-08 08:47:18,2,0,0.98,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [418.89514923095703, 81.29290580749512, 432.7426528930664, 120.31386852264404], 'bbox': [0.6545237, 0.16936022, 0.6761604, 0.2506539], 'tracking_id': 40}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [190.36832809448242, 92.70283699035645, 207.56841659545898, 158.68886947631836], 'bbox': [0.2974505, 0.19313091, 0.32432565, 0.3306018], 'tracking_id': 33}]",[]
1.0,2022-06-08 08:47:19,4,1,0.94,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [433.8633346557617, 394.3418598175049, 484.73255157470703, 478.50165367126465], 'bbox': [0.67791146, 0.82154554, 0.7573946, 0.99687845], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [416.52137756347656, 80.51922082901001, 431.3282775878906, 122.24475860595703], 'bbox': [0.65081465, 0.16774838, 0.67395043, 0.25467658], 'tracking_id': 40}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [190.9638214111328, 91.48122310638428, 208.03329467773438, 158.08752536773682], 'bbox': [0.29838097, 0.19058588, 0.32505202, 0.329349], 'tracking_id': 33}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [395.7759094238281, 63.19303750991821, 409.47265625, 104.0497899055481], 'bbox': [0.61839986, 0.13165216, 0.639801, 0.2167704], 'tracking_id': 43}]","[1, 3]"
1.0,2022-06-08 08:47:19,3,0,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [438.4645462036133, 374.61087226867676, 497.2214126586914, 479.9515628814697], 'bbox': [0.68510085, 0.7804393, 0.77690846, 0.9998991], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [414.2318344116211, 80.42211771011353, 428.97449493408203, 122.13958740234375], 'bbox': [0.64723724, 0.16754608, 0.67027265, 0.25445747], 'tracking_id': 40}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [190.4844856262207, 90.57957887649536, 208.27081680297852, 158.39183807373047], 'bbox': [0.297632, 0.18870746, 0.32542315, 0.329983], 'tracking_id': 33}]",[]
1.0,2022-06-08 08:47:20,3,1,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [353.975830078125, 350.5773067474365, 414.5317840576172, 480.67840576171875], 'bbox': [0.55308723, 0.7303694, 0.6477059, 1.0014133], 'tracking_id': 45}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [444.92584228515625, 351.09249114990234, 499.15374755859375, 479.9256706237793], 'bbox': [0.6951966, 0.7314427, 0.77992773, 0.99984515], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [0.5372309684753418, 377.2130584716797, 43.797616958618164, 470.17845153808594], 'bbox': [0.0008394234, 0.78586054, 0.06843378, 0.97953844], 'tracking_id': 48}]","[0, 1]"
1.0,2022-06-08 08:47:20,2,1,0.96,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [448.4210205078125, 330.7938766479492, 498.47259521484375, 475.79389572143555], 'bbox': [0.70065784, 0.6891539, 0.77886343, 0.9912373], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [371.53614044189453, 320.78009605407715, 421.8629837036133, 476.65120124816895], 'bbox': [0.5805252, 0.66829187, 0.6591609, 0.99302334], 'tracking_id': 45}]","[0, 1]"
1.0,2022-06-08 08:47:21,3,1,0.95,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [448.37921142578125, 318.2834815979004, 505.6066131591797, 465.82305908203125], 'bbox': [0.7005925, 0.6630906, 0.79001033, 0.9704647], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [380.8189392089844, 287.3278999328613, 434.77272033691406, 442.716121673584], 'bbox': [0.5950296, 0.5985998, 0.6793324, 0.92232525], 'tracking_id': 45}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [394.13379669189453, 56.567723751068115, 423.26961517333984, 170.98566055297852], 'bbox': [0.61583406, 0.117849424, 0.6613588, 0.35622013], 'tracking_id': 49}]","[0, 1]"
1.0,2022-06-08 08:47:21,4,2,0.92,"[{'position': [0.0, 0.0, 0.0], 'bbox_real': [463.3858871459961, 293.3170223236084, 509.08939361572266, 446.7080783843994], 'bbox': [0.72404045, 0.61107713, 0.7954522, 0.93064183], 'tracking_id': 42}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [399.3138885498047, 258.14781188964844, 439.51805114746094, 383.4661674499512], 'bbox': [0.62392795, 0.53780794, 0.68674695, 0.79888785], 'tracking_id': 45}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [366.5637969970703, 369.4991111755371, 423.6450958251953, 480.01230239868164], 'bbox': [0.57275593, 0.7697898, 0.66194546, 1.0000256], 'tracking_id': 50}, {'position': [0.0, 0.0, 0.0], 'bbox_real': [392.3680114746094, 64.71118927001953, 420.4186248779297, 165.88580131530762], 'bbox': [0.613075, 0.13481498, 0.6569041, 0.34559542], 'tracking_id': 49}]","[0, 1, 2]"
